#	Time of Day	Thread	Module	API	Return Value	Error	Duration
1	10:30:02.226 PM	1	d3d9.dll	CreateFileA ( "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.0.247\deploy\League of Legends.exe", GENERIC_READ, FILE_SHARE_DELETE | FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000015c		0.0000217
161	10:30:02.300 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.112/Archive_65415872.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002dc		0.0000108
162	10:30:02.300 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.112/Archive_65415872.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002d8		0.0000383
163	10:30:02.302 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.115/Archive_65415696.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002e0		0.0000105
164	10:30:02.302 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.115/Archive_65415696.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002dc		0.0000424
165	10:30:02.302 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.114/Archive_65415904.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002e4		0.0000097
166	10:30:02.302 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.114/Archive_65415904.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002e0		0.0000313
167	10:30:02.304 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.124/Archive_65416160.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002e8		0.0000108
168	10:30:02.304 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.124/Archive_65416160.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002e4		0.0000135
169	10:30:02.305 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.122/Archive_65416128.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002ec		0.0000149
170	10:30:02.306 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.122/Archive_65416128.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002e8		0.0000199
171	10:30:02.309 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.147/Archive_65415472.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002f0		0.0000228
172	10:30:02.309 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.147/Archive_65415472.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002ec		0.0000679
173	10:30:02.310 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.47/Archive_114251936.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002f4		0.0000108
174	10:30:02.310 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.47/Archive_114251936.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002f0		0.0000132
175	10:30:02.312 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.154/Archive_65414880.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002f8		0.0000111
176	10:30:02.312 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.154/Archive_65414880.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002f4		0.0000138
177	10:30:02.314 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.104/Archive_65416672.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002fc		0.0000111
178	10:30:02.314 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.104/Archive_65416672.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002f8		0.0000132
179	10:30:02.316 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.44/Archive_114251888.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000300		0.0000105
180	10:30:02.316 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.44/Archive_114251888.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002fc		0.0000138
181	10:30:02.321 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.66/Archive_114251408.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000304		0.0000269
182	10:30:02.321 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.66/Archive_114251408.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000300		0.0000910
183	10:30:02.322 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.72/Archive_114251088.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000308		0.0000120
184	10:30:02.322 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.72/Archive_114251088.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000304		0.0000395
185	10:30:02.322 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.75/Archive_114251136.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000030c		0.0000099
186	10:30:02.322 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.75/Archive_114251136.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000308		0.0000301
187	10:30:02.329 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.31/Archive_114252096.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000310		0.0000143
188	10:30:02.329 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.31/Archive_114252096.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000030c		0.0000451
189	10:30:02.330 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.180/Archive_65414560.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000314		0.0000108
190	10:30:02.330 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.180/Archive_65414560.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000310		0.0000377
191	10:30:02.330 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.143/Archive_65415664.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000318		0.0000237
192	10:30:02.331 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.143/Archive_65415664.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000314		0.0000132
193	10:30:02.332 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.82/Archive_114250832.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000031c		0.0000105
194	10:30:02.332 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.82/Archive_114250832.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000318		0.0000345
195	10:30:02.339 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.168/Archive_65414944.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000320		0.0000111
196	10:30:02.339 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.168/Archive_65414944.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000031c		0.0000374
197	10:30:02.352 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.88/Archive_114250928.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000324		0.0000120
198	10:30:02.352 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.88/Archive_114250928.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000320		0.0000415
199	10:30:02.355 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.162/Archive_65415104.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000328		0.0000117
200	10:30:02.355 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.162/Archive_65415104.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000324		0.0000383
201	10:30:02.359 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.38/Archive_114252208.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000032c		0.0000111
202	10:30:02.359 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.38/Archive_114252208.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000328		0.0000383
203	10:30:02.360 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.98/Archive_155085392.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000330		0.0000111
204	10:30:02.360 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.98/Archive_155085392.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000032c		0.0000357
205	10:30:02.370 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.140/Archive_65415584.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000330		0.0000111
206	10:30:02.370 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.140/Archive_65415584.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002c0		0.0000363
207	10:30:02.382 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.144/Archive_65415648.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000334		0.0000129
208	10:30:02.382 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.144/Archive_65415648.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000330		0.0000474
209	10:30:02.382 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.156/Archive_65414656.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000338		0.0000099
210	10:30:02.382 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.156/Archive_65414656.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000334		0.0000307
211	10:30:02.408 PM	1	MSVCR80.dll	CreateFileA ( "data/cfg/defaults/locale.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cfa74, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000338		0.0000161
212	10:30:02.408 PM	1	MSVCR80.dll	CreateFileA ( "Data/Images/SplashScreen.dds", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cfc18, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000338		0.0000167
213	10:30:02.432 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cfb84, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000340		0.0000304
214	10:30:02.474 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\keyboard.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000478		0.0000105
215	10:30:02.474 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_00#7&2caa89eb&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	INVALID_HANDLE_VALUE	5 = Access is denied. 	0.0000064
216	10:30:02.474 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\oem56.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000097
217	10:30:02.474 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_0016#6&24f08b3b&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	INVALID_HANDLE_VALUE	5 = Access is denied. 	0.0000079
218	10:30:02.474 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\oem55.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000480		0.0000088
219	10:30:02.474 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_0016&did_0000&mi_02#7&2c545cf8&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	INVALID_HANDLE_VALUE	5 = Access is denied. 	0.0000070
220	10:30:02.474 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\oem56.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x0000047c		0.0000073
221	10:30:02.474 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_02#7&38be3b68&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	INVALID_HANDLE_VALUE	5 = Access is denied. 	0.0000067
222	10:30:02.474 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\oem55.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000478		0.0000076
223	10:30:02.474 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col01#7&14e6fda6&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	INVALID_HANDLE_VALUE	5 = Access is denied. 	0.0000061
224	10:30:02.474 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hidserv.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000091
225	10:30:02.474 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col02#7&14e6fda6&0&0001#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000088
226	10:30:02.475 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\input.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000088
227	10:30:02.475 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col03#7&14e6fda6&0&0002#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000073
228	10:30:02.475 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\input.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000070
229	10:30:02.475 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col04#7&14e6fda6&0&0003#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000064
230	10:30:02.475 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\input.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000070
231	10:30:02.475 PM	1	DINPUT8.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col05#7&14e6fda6&0&0004#{4d1e55b2-f16f-11cf-88cb-001111000030}", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x00000484		0.0000070
232	10:30:02.475 PM	1	DINPUT8.dll	CreateFileW ( "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.0.247\deploy\League of Legends.exe", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000460		0.0000135
233	10:30:02.478 PM	1	MSVCR80.dll	CreateFileA ( "lastCmd.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cded0, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000004ac		0.0001050
234	10:30:02.479 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd590, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000460		0.0000146
235	10:30:02.480 PM	1	BfLLR.dll	CreateFileA ( "\\.\LomProxy", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x0000046c		0.0000091
236	10:30:02.480 PM	1	BfLLR.dll	CreateFileA ( "\\.\LomProxy", GENERIC_READ | GENERIC_WRITE, 0, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000470		0.0000029
237	10:30:02.480 PM	1	NSI.dll	CreateFileW ( "\\.\Nsi", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000474		0.0000056
238	10:30:02.483 PM	1	BfLLR.dll	CreateFileA ( "\\.\BftProxy", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000047
239	10:30:02.484 PM	1	BfLLR.dll	CreateFileA ( "\\.\pipe\OffloadEligiblePipe", GENERIC_READ | GENERIC_WRITE, 0, NULL, OPEN_EXISTING, 0, NULL )	0x000004cc		0.0000246
240	10:30:02.489 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd058, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000508		0.0000354
241	10:30:02.489 PM	1	MSVCR80.dll	CreateFileA ( "ClientZips.txt", GENERIC_READ, FILE_SHARE_READ, 0x000cdedc, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000275
242	10:30:02.489 PM	1	MSVCR80.dll	CreateFileA ( "HeroPak_client.zip", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cdc58, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000205
243	10:30:02.493 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Network Logs/2013-09-16T22-30-02_netlog.txt", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cf38c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000508		0.0002750
244	10:30:02.493 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Network Logs/2013-09-16T22-30-02_netlog.txt", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cf388, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000508		0.0000164
245	10:30:03.794 PM	1	nvumdshim.dll	CreateFileA ( "\\.\NvAdminDevice", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cce94, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000564		0.0000085
